price,ad_title,href,location,square_meter,owner,real_estate_firm,id,img_href
"5 500 000,-","Bolig med gjennomgående høy standard. Nydelig utsikt, gode solforhold og naturskjønne omgivelser.",https://www.finn.no/realestate/homes/ad.html?finnkode=132568900,"Neshaugen 65, Nesttun",142 m²,Eier (Selveier),BO Eiendomsmegling,132568900,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/568/900_1333632168.jpg
"2 280 000,-",Åssiden - Pen 3-roms leilighet i høy 1. etasje med balkong og flott utsikt. Pent kjøkken og bad.,https://www.finn.no/realestate/homes/ad.html?finnkode=130756126,"Knut Bjørhuusvei 48 C, Drammen",69 m²,Andel,Krogsveen avd. Drammen,130756126,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/03/6/130/756/126_1089537220.jpg
"3 350 000,-","FINSTAD / SKI - Lys og lekker 2-roms selveier med balkong, heis og 2 garasjeplasser. Gangavstand til Ski sentrum",https://www.finn.no/realestate/homes/ad.html?finnkode=132568486,"Midtskogen 9A, Ski",47 m²,Eier (Selveier),Eie Eiendomsmegling Ski,132568486,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/132/568/486_1582151436.jpg
"1 950 000,-","Bergen Vest - Meget lekker 3-roms toppleilighet med moderne overflater, bad og kjøkken. Innglasset balkong uten innsyn.",https://www.finn.no/realestate/homes/ad.html?finnkode=132568333,"Vadmyrveien 12, Loddefjord",74 m²,Andel,Himla,132568333,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/132/568/333_1252262863.jpg
"3 290 000,-","Sentrum | Flott 3-roms toppleilighet med 2 store soverom, moderne overflater og sentral beliggenhet med nærhet til alt!",https://www.finn.no/realestate/homes/ad.html?finnkode=132568121,"Sverres gate 24 B, Bergen",53 m²,Eier (Selveier),Eie Eiendomsmegling Bergen,132568121,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/1/132/568/121_882930743.jpg
"3 940 000,-","VEITVEDT HAGEBY - Pen og moderne ENDEREKKEHUS med 2 bad, 2(3) soverom, kjellerstue // Solrik terrasseplatting og hage // Familievennlig!",https://www.finn.no/realestate/homes/ad.html?finnkode=131175550,"Grevlingveien 22A, Oslo, Bjerke",96 m²,Andel,DNB Eiendom AS,131175550,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/131/175/550_1647449141.jpg
"580 000,-",LUND - Enebolig beliggende like ved ferjeleiet på Lund. Utsikt til fjorden og nærområdet. Gode lys- og solforhold.,https://www.finn.no/realestate/homes/ad.html?finnkode=132568082,"Lundavegen 594, Lund",125 m²,Eier (Selveier),EiendomsMegler 1 avd. Namsos,132568082,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/568/082_913003591.jpg
"2 900 000,-",Romsås - Romslig og pen 4-roms med flott utsikt // Nytt bad (2019) // 2 balkonger hvorav en innglasset // Heis // Garasje!,https://www.finn.no/realestate/homes/ad.html?finnkode=132471589,"Odvar Solbergs vei 14, Oslo, Romsås",80 m²,Andel,DNB Eiendom AS,132471589,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/9/132/471/589_190256675.jpg
"8 200 000,-","Jar - Stort, moderne rekkehus over tre plan - 4 soverom - Garasje - Solrik hage",https://www.finn.no/realestate/homes/ad.html?finnkode=132567885,"Fagertunveien 153, Jar",145 m²,Eier (Selveier),PrivatMegleren Børke & Partners,132567885,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/5/132/567/885_453405247.jpg
"2 650 000,-","Hokksund - Strøken 3-roms selveierleilighet fra 2012 med trappefri adkomst, p-plass og solfylt markterrasse. Nær elva og sentrum.",https://www.finn.no/realestate/homes/ad.html?finnkode=132567182,"Hellefossveien 95 C, Hokksund",67 m²,Eier (Selveier),PrivatMegleren Drammen,132567182,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/567/182_2016978108.jpg
"2 590 000,-","Åssiden - Flott, gjennomgående 3-roms med oppgraderte flater og kjøkkeninnredning fra 2018. Solrik balkong og vidstrakt utsikt.",https://www.finn.no/realestate/homes/ad.html?finnkode=132567204,"Sørensvingen 12 A, Drammen",70 m²,Andel,PrivatMegleren Drammen,132567204,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/567/204_1855244250.jpg
"2 390 000,-","Sande/Bjørnstadlia - Lekker selveierleilighet med flott balkong, nydelig utsikt, gode solforhold og p-plass. Salg av kontraktsposisjon.",https://www.finn.no/realestate/homes/ad.html?finnkode=132567218,"Bjørnstadlia leil. 101, Sande i Vestfold",53 m²,Eier (Selveier),PrivatMegleren Drammen,132567218,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/8/132/567/218_588517918.jpg
"3 050 000,-","Lillehammer, halvpart av tomannsbolig i øverste tun med flott hage - i Skårsetlia",https://www.finn.no/realestate/homes/ad.html?finnkode=132567152,"Kvernhusvegen 84, Lillehammer",94 m²,Eier (Selveier),PrivatMegleren Lillehammer,132567152,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/567/152_1255508067.jpg
"3 550 000,-",ÅSBRÅTEN: Attraktivt rekkehus over 2 plan - 3 soverom - Nyere bad og toalett - Lekkert kjøkken - Garasjeplass,https://www.finn.no/realestate/homes/ad.html?finnkode=132567122,"Dyretråkket 53, Oslo, Søndre Nordstrand",105 m²,Andel,PrivatMegleren Panorama,132567122,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/2/132/567/122_932133110.jpg
"1 130 000,-",Smeaheia - Lekker andelsleilighet med 2 soverom og en solrik uteplass!,https://www.finn.no/realestate/homes/ad.html?finnkode=119093493,"Lupinveien 8A, Sandnes",58 m²,Andel,DNB Eiendom AS,119093493,https://images.finncdn.no/dynamic/480w/2018/9/vertical-2/29/3/119/093/493_1869685238.jpg
"6 100 000,-",Kråkstad / Ski: - Moderne og innholdsrik enebolig med hybel og dobbelgarasje - Stor solrik uteplass m/flott utsikt - Romslig tomt.,https://www.finn.no/realestate/homes/ad.html?finnkode=132479677,"Elvebakken 4, Kråkstad",177 m²,Eier (Selveier),EiendomsMegler 1 Ski,132479677,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/132/479/677_2082147027.jpg
"2 890 000,-",Innflyttingsklar og påkostet rekkehus i 3 etasjer med gangavstand til skole og sentrum.  Attraktivt boligområde.,https://www.finn.no/realestate/homes/ad.html?finnkode=132561621,"Barlinveien 53 B, Holmestrand",144 m²,Andel,EiendomsMegler 1,132561621,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/1/132/561/621_1681115810.jpg
"1 500 000,-",Borgen/Hafslund - Oppussingsobjekt i rolige og populære omgivelser!,https://www.finn.no/realestate/homes/ad.html?finnkode=132565806,"Parkveien 25A, Borgenhaugen",115 m²,Eier (Selveier),DNB Eiendom AS,132565806,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/132/565/806_357848784.jpg
"2 490 000,-",Gausel/Godeset - Flott B/L enderekkehus med stor og solrik hage - Parkering i lukket anlegg - SE VIRTUELL VISNING,https://www.finn.no/realestate/homes/ad.html?finnkode=132559935,"Kubbeberget 34, Stavanger",68 m²,Andel,Notar Stavanger,132559935,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/5/132/559/935_1534406773.jpg
"4 600 000,-",Sagene - Tiltalende 3-roms hjørneleilighet med 40 kvm stue/kjøkken | 7 kvm solrik balkong | heis | garasje kr 590 mnd.,https://www.finn.no/realestate/homes/ad.html?finnkode=132565647,"Gjøvikgata 4 B, Oslo, Sagene - Torshov",74 m²,Andel,PrivatMegleren Horisont,132565647,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/132/565/647_1184704082.jpg
"5 500 000,-","Ny enebolig i kjede med stor, solrik takterrasse og sjøutsikt, Langøya - Kråkerøy",https://www.finn.no/realestate/homes/ad.html?finnkode=132565577,"Måkekollen 36, Kråkerøy",100 m²,Eier (Selveier),Stavlund AS,132565577,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/132/565/577_184127628.jpg
"1 830 000,-",Austrått - Kjekk B/L endeleilighet i toppetasjen - Flott utsikt - Gode solforhold - Se virtuell visning!,https://www.finn.no/realestate/homes/ad.html?finnkode=132557591,"Nøtteveien 7c, Sandnes",53 m²,Andel,Notar Stavanger,132557591,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/1/132/557/591_1255901502.jpg
"2 960 000,-","Bergesiden - Velholdt og innholdsrik enebolig  i etablert boligfelt på Kirkenær. Solrik tomt, stor terrasse og dobbel garasje",https://www.finn.no/realestate/homes/ad.html?finnkode=122801160,"Granstien 6, Kirkenær",218 m²,Eier (Selveier),DNB Eiendom AS,122801160,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/0/122/801/160_2033787637.jpg
"2 945 000,-",Flott 2-roms toppleilighet med hele 72 kvm i gulvflate. Nytt kjøkken 2018. Ingen dok.avg. Ingen forkjøpsrett.,https://www.finn.no/realestate/homes/ad.html?finnkode=131290744,"Nye Sandviksveien 56, Bergen",60 m²,Andel,Kaland & Partners - Torgallmenningen Eiendomsmegling,131290744,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/131/290/744_1285475536.jpg
"6 900 000,-",Spennende atriumhus på Skullerud - Meget barnevennlig - Kort vei til marka - Oppussingsbehov - Sjelden mulighet!,https://www.finn.no/realestate/homes/ad.html?finnkode=132565126,"Skullerudstubben 10, Oslo, Bøler",190 m²,Eier (Selveier),Aktiv Sagene,132565126,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/6/132/565/126_1756618870.jpg
"2 400 000,-","Haugerud - Lys og delikat 2-roms i 11 etg med balkong, utsikt og heis. Romslig soverom med garderobe. Flislagt bad fra 2014!",https://www.finn.no/realestate/homes/ad.html?finnkode=132565011,"Haugerudveien 72, Oslo, Hellerud",45 m²,Andel,DNB Eiendom AS,132565011,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/1/132/565/011_883680606.jpg
"8 300 000,-",KOLSÅS- INNHOLDSRIK OG FANTASTISK BELIGGENDE ENEBOLIG MED STORT POTENSIAL - SOLRIKT - FLOTT UTSIKT - OPPUSSINGSBEHOV,https://www.finn.no/realestate/homes/ad.html?finnkode=132565003,"Bergknappen 12, Kolsås",190 m²,Eier (Selveier),Eie Eiendomsmegling Kolsås/Sandvika,132565003,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/3/132/565/003_440840128.jpg
"1 690 000,-",Enebolig i rolige og idylliske omgivelser - Utsikt mot Tromøysund - Solrikt,https://www.finn.no/realestate/homes/ad.html?finnkode=132564947,"Østre Tromøyvei 728, Kongshavn",56 m²,Eier (Selveier),Meglerhuset & Partners,132564947,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/132/564/947_1418946465.jpg
"8 500 000,-",Oppsal - Klassisk enebolig med sentral og barnevennlig beliggenhet i attraktivt område. Sogner til Oppsal skole.,https://www.finn.no/realestate/homes/ad.html?finnkode=132564870,"Kampheimveien 12A, Oslo, Østensjø",129 m²,Eier (Selveier),PrivatMegleren Première,132564870,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/564/870_1624467041.jpg
"5 600 000,-",Våler/Folkestad - Nyere enebolig med godkjent utleiedel - Dagens leieinntekter er på 10.000 kr. mnd. - Dobbelgarasje,https://www.finn.no/realestate/homes/ad.html?finnkode=132564897,"Østlia 8, Våler i Østfold",286 m²,Eier (Selveier),Guttulsrød Eiendomsmegling AS,132564897,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/7/132/564/897_1196326646.jpg
"1 800 000,-",Strømmen - Meget pen og arealeffektiv 2-roms andelseilighet med sentral beliggenhet - Garasjeplass - IN ordning og god standard,https://www.finn.no/realestate/homes/ad.html?finnkode=132564813,"Segelckes vei 7, Strømmen",39 m²,Andel,PrivatMegleren Primera,132564813,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/132/564/813_100189640.jpg
"3 100 000,-",Sandaker - Moderne og praktisk 2-roms med nyere kjøkken og bad. Walk-in closet og supersentral beliggenhet.,https://www.finn.no/realestate/homes/ad.html?finnkode=132564848,"Hans Nielsen Hauges gate 27, Oslo, Sagene - Torshov",39 m²,Andel,PrivatMegleren Infinita,132564848,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/8/132/564/848_1112221881.jpg
"6 350 000,-",Ugla - Stor enebolig med barnevennlig beliggenhet - Nært bymarka - 83 kvm garasje - Gode solforhold,https://www.finn.no/realestate/homes/ad.html?finnkode=132563303,"Per Sivles veg 11c, Trondheim",196 m²,Eier (Selveier),EiendomsMegler 1 avd. Trondheim Vest/Byåsen,132563303,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/132/563/303_1385928511.jpg
"3 100 000,-","Bergkrystallen - Stor, attraktiv 2-roms loftsleilighet, med tidsmessig preg, usjenert, vestvendt balkong, flott kjøkken og nyere bad.",https://www.finn.no/realestate/homes/ad.html?finnkode=132564632,"Kvartsveien 3, Oslo, Lambertseter",56 m²,Andel,Aktiv Lørenskog,132564632,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/564/632_1319744878.jpg
"5 650 000,-","GJERDRUM - Flott bolig i landlige omgivelser på stor tomt, 3 stallplasser, uthus og herskapelig kjøkken fra 2016.",https://www.finn.no/realestate/homes/ad.html?finnkode=120690963,"Fjellvegen 4, Gjerdrum",204 m²,Eier (Selveier),DNB Eiendom AS,120690963,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/120/690/963_509355064.jpg
"2 060 000,-",Visning: Onsdag 07.11 kl. 17.30 ,https://www.finn.no/realestate/homes/ad.html?finnkode=132552394,"Erikshøgda 20, Fauske",108 m²,Andel,Aeiendom,132552394,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/4/132/552/394_394932571.jpg
"5 390 000,-","Hamna - Svært familievennlig og praktisk enebolig med hele 5 soverom, to terrasser og garasje",https://www.finn.no/realestate/homes/ad.html?finnkode=132545170,"Åttringen 15, Tromsø",126 m²,Eier (Selveier),Hjem Eiendomsmegling,132545170,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/0/132/545/170_1239446158.jpg
"3 400 000,-","Iladalen - Lys og gjennomgående 2-roms /m sentral beliggenhet | Pent kjøkken og bad | TV/internett, fyring og v.v. inkl. | lave omk",https://www.finn.no/realestate/homes/ad.html?finnkode=132465849,"Colletts gate 70, Oslo, Sagene - Torshov",49 m²,Aksje,DNB Eiendom AS,132465849,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/9/132/465/849_1804502943.jpg
"3 600 000,-","Årnes/Fjellfoten - Innholdsrik, arkitekttegnet enebolig over tre plan, med fire bad, seks soverom, herlige uteplasser og dobbelgarasje.",https://www.finn.no/realestate/homes/ad.html?finnkode=132563984,"Moserabben 26, Årnes",231 m²,Eier (Selveier),DNB Eiendom AS,132563984,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/563/984_914155863.jpg
"6 200 000,-",Øvre Rykkinn - Meget attraktivt rekkehus over 3 plan m/fjordutsikt,https://www.finn.no/realestate/homes/ad.html?finnkode=132563503,"Stian Kristensens vei 89, Rykkinn",145 m²,Eier (Selveier),Eie Eiendomsmegling Kolsås/Sandvika,132563503,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/132/563/503_97946819.jpg
"2 300 000,-",Raufoss - Nær sentrum og stadion - Moderne og betydelig påkostet halvpart av tomannsbolig - 3 sov - Nyere kjøkken og bad,https://www.finn.no/realestate/homes/ad.html?finnkode=132217735,"Ringvegen 14B, Raufoss",86 m²,Eier (Selveier),Eiendomsmegler 1 -  Gjøvik,132217735,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/5/132/217/735_600505437.jpg
"3 300 000,-",FURUSET-Lys og moderne 5-roms andelsleilighet med god standard-4 soverom-2 balkonger-Garasjeplass-Barnevennlig-Sentral,https://www.finn.no/realestate/homes/ad.html?finnkode=132563463,"Vestre Haugen 16, Oslo, Furuset",104 m²,Andel,Proaktiv Christiania,132563463,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/132/563/463_142951634.jpg
"4 100 000,-","Prærien - Meget romslig og praktisk bolig med 3 soverom, 3 bad, 33 kvm garasje og 198 kvm bruksareal.",https://www.finn.no/realestate/homes/ad.html?finnkode=132563220,"Nordlysveien 32, Hammerfest",196 m²,Eier (Selveier),PrivatMegleren Hammerfest,132563220,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/563/220_554470623.jpg
"6 290 000,-",Årstad/Brann Stadion - Innholdsrikt enderekkeshus over 4 plan med sentral og attraktiv beliggenhet.,https://www.finn.no/realestate/homes/ad.html?finnkode=121177462,"Svaneviksveien 7, Bergen",159 m²,Eier (Selveier),Fana Sparebank Eiendom,121177462,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/121/177/462_1815250513.jpg
"5 500 000,-",ORDERUDFELTET - Flott enebolig over 3 plan | Stor tomt 936 kvm |Godkjent utleiedel | Dobbel garasje| Vannbåren gulvvarme | Leieinntekt!,https://www.finn.no/realestate/homes/ad.html?finnkode=132537369,"Svarttrosttoppen 8, Sørumsand",190 m²,Eier (Selveier),DNB Eiendom AS,132537369,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/9/132/537/369_1463968034.jpg
"5 180 000,-",Nøtterøy/Valhalla - Familievennlig halvpart av tomannsbolig nær skoler og flotte turområder,https://www.finn.no/realestate/homes/ad.html?finnkode=132562838,"Tors vei 7A, Nøtterøy",127 m²,Eier (Selveier),Eie Eiendomsmegling Stokke,132562838,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/8/132/562/838_1538829029.jpg
"3 650 000,-",BJØRNDAL: Nytt rekkehus med usjenert og solrik terrasse - Teslalader - Barnevennlige omgivelser - Kort vei til buss,https://www.finn.no/realestate/homes/ad.html?finnkode=132562800,"Bjørndalsjordet 28, Oslo, Søndre Nordstrand",91 m²,Eier (Selveier),Proaktiv Christiania,132562800,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/562/800_1991511600.jpg
"7 700 000,-",NORDSTRAND - Tiltalende enebolig med nyere bad og kjøkken - Solrik tomt med stor hage og fine uteplasser,https://www.finn.no/realestate/homes/ad.html?finnkode=132562736,"Frostveien 9C, Oslo, Nordstrand",146 m²,Eier (Selveier),PrivatMegleren Panorama,132562736,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/132/562/736_909439748.jpg
"2 390 000,-",Kvadraturen - Meget sentralt beliggende leilighet med gode leieinntekter,https://www.finn.no/realestate/homes/ad.html?finnkode=132542957,"Tollbodgata 60c, Kristiansand S",68 m²,Eier (Selveier),DNB Eiendom AS,132542957,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/132/542/957_2102227660.jpg
"2 890 000,-","Hellemyr - Hellemyr - Meget innholdsrik bolig med 4 soverom, alt på en flate. sjøutsikt, solrikt, barnevennlig!",https://www.finn.no/realestate/homes/ad.html?finnkode=132388794,"Hellemyrtoppen 39, Kristiansand S",121 m²,Eier (Selveier),DNB Eiendom AS,132388794,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/25/4/132/388/794_1547079288.jpg
"4 850 000,-",Åskollen - Enebolig med godkjent hybel i hyggelig boligområde - Umiddelbar nærhet til skole og matbutikk!,https://www.finn.no/realestate/homes/ad.html?finnkode=132562217,"Nordbyveien 62, Drammen",147 m²,Eier (Selveier),Dialog Eiendomsmegling AS avd Drammen,132562217,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/132/562/217_1955760139.jpg
"2 100 000,-","Sagdalen/Strømmen - Stor 3-roms i halvpart, horisontaltdelt tomannsbolig som får ny terrasse høsten 2018. Parkeringsplas",https://www.finn.no/realestate/homes/ad.html?finnkode=127292355,"Elverhøyveien 10, Strømmen",65 m²,Andel,PrivatMegleren Strømmen,127292355,https://images.finncdn.no/dynamic/480w/2018/8/vertical-2/21/5/127/292/355_1990073106.jpg
"4 250 000,-","Myrland - Stor enebolig med sokkelleilighet, hagestue og garasje. Romslig og sørvendt tomt med gode solforhold og fin utsikt.",https://www.finn.no/realestate/homes/ad.html?finnkode=132562035,"Gamle Vegsundveg 40, Ålesund",220 m²,Eier (Selveier),PrivatMegleren Ålesund,132562035,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/5/132/562/035_1528407661.jpg
"2 420 000,-","Østre Gausdal - Nyere, stor selveierleilighet med flott utsikt og gode solforhold - 3 soverom og alt på ett plan",https://www.finn.no/realestate/homes/ad.html?finnkode=132561861,"Hasselbakken 23 B, Østre Gausdal",91 m²,Eier (Selveier),PrivatMegleren Lillehammer,132561861,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/1/132/561/861_236470243.jpg
"1 690 000,-",Kjempekoselig og meget velholdt andelsbolig i rekke. Karrestad.,https://www.finn.no/realestate/homes/ad.html?finnkode=128557502,"Frøyas vei 31, Halden",99 m²,Andel,Eiendomsmegler 1 Halden,128557502,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/128/557/502_321432320.jpg
"13 600 000,-",Abbedikollen - Lekker enebolig med suveren beliggenhet - Salg av kontraktsposisjon - Garasje -  Ferdigstilles nov 2018,https://www.finn.no/realestate/newbuildings/ad.html?finnkode=132561013,"TH. Kittelsens vei 3C, Oslo, Ullern",175 m²,Eier (Selveier),PrivatMegleren Dyve & Partnere,132561013,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/132/561/013_479902314.jpg
"1 250 000,-",Totalrenovert på Sjøstrand - Luksuriøs obl.leilighet i 3.etg - totalrenovert i 2014 - høy standard - balkong - heis - parkering - flytt rett inn!,https://www.finn.no/realestate/homes/ad.html?finnkode=132560884,"Sjøstrand 9, Sandefjord",77 m²,Obligasjon,DNB Eiendom AS,132560884,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/560/884_1146217422.jpg
"3 950 000,-",Kvadraturen - klassisk og velholdt selveierleilighet i 4.Etasje m/heis - 2 soverom - balkong - fast p-plass,https://www.finn.no/realestate/homes/ad.html?finnkode=129564347,"Kongens gate 4, Kristiansand S",84 m²,Eier (Selveier),PrivatMegleren Kristiansand,129564347,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/129/564/347_474722485.jpg
"2 690 000,-","GRORUD: Lys og stor 3-roms - Balkong - Peis - Bad 2011 - Varmtvann, kabel-tv og internett - Nærhet til alt - Parkering*",https://www.finn.no/realestate/homes/ad.html?finnkode=132531690,"Stjerneblokkveien 7, Oslo, Furuset",65 m²,Andel,Nordvik Bislett,132531690,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/531/690_1626108376.jpg
"3 300 000,-",DAL - Halvpart av tomannsbolig med god intern beliggenhet - 3 soverom og 2 bad - Solrik tomt - Garasje og carport!,https://www.finn.no/realestate/homes/ad.html?finnkode=132560504,"Mobakken 16, Dal",121 m²,Eier (Selveier),Aktiv Kløfta,132560504,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/560/504_1215275319.jpg
